policy_id,attack_id,attack_type,category,severity,attack_applied,poisoned_hash
CS-CLD-021,"ATT-0292,ATT-0293,ATT-0294,ATT-0029,ATT-0359","Customer_Data_Handling,Customer_Data_Handling,Customer_Data_Handling,Password_Management,Incident_Response","Customer_Data_Handling,Customer_Data_Handling,Customer_Data_Handling,Password_Management,Incident_Response","Medium,Medium,Medium,High,High",True,32dc3d2ff4ccbcd39776e794114aa7ae4163ad9f4d8ceb1aebd1c07f0de0b45e
CS-CLD-022,"ATT-0377,ATT-0363,ATT-0379,ATT-0291,ATT-0292","Incident_Response,Incident_Response,Incident_Response,Customer_Data_Handling,Customer_Data_Handling","Incident_Response,Incident_Response,Incident_Response,Customer_Data_Handling,Customer_Data_Handling","High,High,High,Medium,Medium",True,737c8e4687f3884c031358e240a3ca302cdd705c7ae05fd2befbbb16374fdeeb
CS-CLD-023,"ATT-0053,ATT-0158,ATT-0295,ATT-0055","Password_Management,Email_Security,Customer_Data_Handling,Password_Management","Password_Management,Email_Security,Customer_Data_Handling,Password_Management","High,High,Medium,High",True,d662c76e00f0efbc631c6f4fc020f129375baff31f224ae492642c91e63c99bd
CS-CLD-024,"ATT-0384,ATT-0202,ATT-0381,ATT-0382,ATT-0385","Incident_Response,Visitor_Management,Incident_Response,Incident_Response,Incident_Response","Incident_Response,Visitor_Management,Incident_Response,Incident_Response,Incident_Response","Critical,Medium,Critical,Critical,Critical",True,a55aece14b6ab360268d751d5a1e42ad3f3b2af8e3d8436c49e6966ee5e6bb36
CS-CLD-025,"ATT-0384,ATT-0381,ATT-0385,ATT-0383","Incident_Response,Incident_Response,Incident_Response,Incident_Response","Incident_Response,Incident_Response,Incident_Response,Incident_Response","Critical,Critical,Critical,Critical",True,e4eacd2b21aa29e5dd727bec8b94a712f2c00bd08d927b3d05be6d557d3b697d
CS-DCL-001,"ATT-0360,ATT-0385,ATT-0384,ATT-0359","Incident_Response,Incident_Response,Incident_Response,Incident_Response","Incident_Response,Incident_Response,Incident_Response,Incident_Response","High,Critical,Critical,High",True,936ab0ea143d32b3eb19d357491abf9208f5d7f674fd1f9d65b40f4d53423e0a
CS-DCL-002,"ATT-0157,ATT-0356,ATT-0054","Email_Security,Incident_Response,Password_Management","Email_Security,Incident_Response,Password_Management","High,High,High",True,a376dee23961380b994a4170693635775882b60810219775de2fc0478d1ce84b
CS-DCL-003,"ATT-0383,ATT-0156,ATT-0157,ATT-0385,ATT-0381","Incident_Response,Email_Security,Email_Security,Incident_Response,Incident_Response","Incident_Response,Email_Security,Email_Security,Incident_Response,Incident_Response","Critical,High,High,Critical,Critical",True,e38e41e489ec8b46ed5214e583ab779bdd832ae997d5d51ddd6da9013b4ac4a9
CS-DCL-004,"ATT-0387,ATT-0380,ATT-0388,ATT-0379","Data_Classification,Incident_Response,Data_Classification,Incident_Response","Data_Classification,Incident_Response,Data_Classification,Incident_Response","Medium,High,Medium,High",True,9cf2d16135bafb9eb26313fc5ce0f889ff35534251cd11ea28a8c16a57ab51bf
CS-DCL-005,"ATT-0365,ATT-0362,ATT-0364,ATT-0395,ATT-0393","Incident_Response,Incident_Response,Incident_Response,Data_Classification,Data_Classification","Incident_Response,Incident_Response,Incident_Response,Data_Classification,Data_Classification","High,High,High,High,High",True,029dff81642d0c20a9e6695c6160420bb2ec15cc7be17b0193201f2aa0feb1a1
CS-DCL-006,"ATT-0218,ATT-0220,ATT-0216,ATT-0382","Visitor_Management,Visitor_Management,Visitor_Management,Incident_Response","Visitor_Management,Visitor_Management,Visitor_Management,Incident_Response","Medium,Medium,Medium,Critical",True,79140468446d0e7c72bcc087a6115cb76fbc127e1ed12696bd6d21077a764ab1
CS-DCL-007,"ATT-0028,ATT-0030,ATT-0026,ATT-0373,ATT-0369","Password_Management,Password_Management,Password_Management,Incident_Response,Incident_Response","Password_Management,Password_Management,Password_Management,Incident_Response,Incident_Response","High,High,High,Critical,High",True,e3f6558cff803d5398d2c9d65b7bb43c84842bb7f8b6327227290763b7865849
CS-DCL-008,"ATT-0367,ATT-0028,ATT-0366,ATT-0218","Incident_Response,Password_Management,Incident_Response,Visitor_Management","Incident_Response,Password_Management,Incident_Response,Visitor_Management","High,High,High,Medium",True,285321c35e0d691fc0fd58032b981b0974fb75ab61f16ffdc1a0fab1a3de3cff
CS-DCL-009,"ATT-0394,ATT-0356,ATT-0390","Data_Classification,Incident_Response,Data_Classification","Data_Classification,Incident_Response,Data_Classification","High,High,Medium",True,8515e2b62c7379b43623b642095a2ee6344115d81e22658b904d7d294451ba3e
CS-DCL-010,"ATT-0293,ATT-0370,ATT-0369,ATT-0291","Customer_Data_Handling,Incident_Response,Incident_Response,Customer_Data_Handling","Customer_Data_Handling,Incident_Response,Incident_Response,Customer_Data_Handling","Medium,High,High,Medium",True,ac243d9a6aa96a0b825cb79480df87234330387490a88ebc66e3e246dcb6aa09
CS-DCL-011,"ATT-0201,ATT-0205,ATT-0378","Visitor_Management,Visitor_Management,Incident_Response","Visitor_Management,Visitor_Management,Incident_Response","Medium,Medium,High",True,f4183e7b54b8a3d1f5b20c6dd4dacfb627bf45c3a0c31577a03057a384f869d8
CS-DCL-012,"ATT-0389,ATT-0292,ATT-0362","Data_Classification,Customer_Data_Handling,Incident_Response","Data_Classification,Customer_Data_Handling,Incident_Response","Medium,Medium,High",True,09d7ed6904f47237f95a9c18f719fad7e740857c152e86a5b122a043d4a73a32
CS-DCL-013,"ATT-0202,ATT-0295,ATT-0361,ATT-0363","Visitor_Management,Customer_Data_Handling,Incident_Response,Incident_Response","Visitor_Management,Customer_Data_Handling,Incident_Response,Incident_Response","Medium,Medium,High,High",True,da585d4c326d3b9ef0b7f5f4ff0506abe51ae61fecee54437c07b0933e4ab046
CS-DCL-014,"ATT-0358,ATT-0390,ATT-0388","Incident_Response,Data_Classification,Data_Classification","Incident_Response,Data_Classification,Data_Classification","High,Medium,Medium",True,681f97c6055d8bf9ef60fd8800a31c2e21ba364707fb86f89c5b1a7ae575fac4
CS-DCL-015,"ATT-0365,ATT-0362,ATT-0364,ATT-0384,ATT-0374","Incident_Response,Incident_Response,Incident_Response,Incident_Response,Incident_Response","Incident_Response,Incident_Response,Incident_Response,Incident_Response,Incident_Response","High,High,High,Critical,Critical",True,89816f9ecf5d966784f98d6dc7b3ebbbdce0c1bf9bb7c8db7f315158676df96d
CS-DCL-016,"ATT-0370,ATT-0375,ATT-0373,ATT-0374","Incident_Response,Incident_Response,Incident_Response,Incident_Response","Incident_Response,Incident_Response,Incident_Response,Incident_Response","High,Critical,Critical,Critical",True,ae0e7050ecd290354b664921b71ddaba6c1ff11e092c951a2555c0163fd2d151
CS-DCL-017,"ATT-0363,ATT-0294,ATT-0292","Incident_Response,Customer_Data_Handling,Customer_Data_Handling","Incident_Response,Customer_Data_Handling,Customer_Data_Handling","High,Medium,Medium",True,87908041e9fe319c83e3985dbe8e9709e129d8214b2fca332b7d4442ab29aa86
CS-DCL-018,"ATT-0160,ATT-0055,ATT-0159,ATT-0389","Email_Security,Password_Management,Email_Security,Data_Classification","Email_Security,Password_Management,Email_Security,Data_Classification","High,High,High,Medium",True,5525ec5a2915c0db71c55b88ea956cde136fcd3b7c5a07e7e14c28f03aae9747
CS-DCL-019,"ATT-0375,ATT-0356,ATT-0385,ATT-0382,ATT-0357","Incident_Response,Incident_Response,Incident_Response,Incident_Response,Incident_Response","Incident_Response,Incident_Response,Incident_Response,Incident_Response,Incident_Response","Critical,High,Critical,Critical,High",True,6fbd21e5415d2fc7b4ac366cb4cc961b0f22e93449c575c88e3e27b26882dfc8
CS-DCL-020,"ATT-0386,ATT-0204,ATT-0205","Data_Classification,Visitor_Management,Visitor_Management","Data_Classification,Visitor_Management,Visitor_Management","Medium,Medium,Medium",True,125e6c7afd3eca15d255072bc79483df4668f804da60b98b96183bba89d2ab06
CS-DCL-021,"ATT-0357,ATT-0358,ATT-0359,ATT-0374,ATT-0369","Incident_Response,Incident_Response,Incident_Response,Incident_Response,Incident_Response","Incident_Response,Incident_Response,Incident_Response,Incident_Response,Incident_Response","High,High,High,Critical,High",True,934916a402c52be7013e78569b8cc55f46b7a0919ef78644aa7432f4af080b9f
CS-DCL-022,"ATT-0203,ATT-0201,ATT-0367","Visitor_Management,Visitor_Management,Incident_Response","Visitor_Management,Visitor_Management,Incident_Response","Medium,Medium,High",True,1f1c5297bee16220d5b66979d71d8b9db240bd417e42c4e8a585226c50434598
CS-DCL-023,"ATT-0382,ATT-0380,ATT-0378,ATT-0375","Incident_Response,Incident_Response,Incident_Response,Incident_Response","Incident_Response,Incident_Response,Incident_Response,Incident_Response","Critical,High,High,Critical",True,9b709e3041754d6d91d8bf8b5169fea8a5643ff08ef93867534d2ca3b7719172
CS-DCL-024,"ATT-0158,ATT-0160,ATT-0379","Email_Security,Email_Security,Incident_Response","Email_Security,Email_Security,Incident_Response","High,High,High",True,dd8c2b6504af70cfd078657bb2f876055b4e51dac87019a69d47017f67c0ed43
CS-DCL-025,"ATT-0394,ATT-0378,ATT-0367,ATT-0391,ATT-0369","Data_Classification,Incident_Response,Incident_Response,Data_Classification,Incident_Response","Data_Classification,Incident_Response,Incident_Response,Data_Classification,Incident_Response","High,High,High,High,High",True,017f54e727693ffd5ae6847ed899d8a261fef3aa0e34cbd7d11f78628bcf7760
CS-RET-001,"ATT-0365,ATT-0359,ATT-0362,ATT-0356","Incident_Response,Incident_Response,Incident_Response,Incident_Response","Incident_Response,Incident_Response,Incident_Response,Incident_Response","High,High,High,High",True,aa4c4826907433e110cc83883d014cf4c44944f7f4cf568995a1183cdb977f26
CS-RET-002,"ATT-0364,ATT-0371,ATT-0363,ATT-0365,ATT-0373","Incident_Response,Incident_Response,Incident_Response,Incident_Response,Incident_Response","Incident_Response,Incident_Response,Incident_Response,Incident_Response,Incident_Response","High,Critical,High,High,Critical",True,d44b49598fd71dc7284a2b0ec092d065c353dfe94d724b1129b3e970a89a0f30
CS-RET-003,"ATT-0052,ATT-0156,ATT-0160","Password_Management,Email_Security,Email_Security","Password_Management,Email_Security,Email_Security","High,High,High",True,696c9142ef5db7f6013a8cd8b166db502e20f8a350fced158a24f353f00e863a
CS-RET-004,"ATT-0397,ATT-0399,ATT-0160,ATT-0055,ATT-0158","Data_Retention,Data_Retention,Email_Security,Password_Management,Email_Security","Data_Retention,Data_Retention,Email_Security,Password_Management,Email_Security","High,High,High,High,High",True,29c3a84eeeb717e35dedb4644cf6fd820eb55676915e2f63542209785b2bf355
CS-RET-005,"ATT-0158,ATT-0292,ATT-0055","Email_Security,Customer_Data_Handling,Password_Management","Email_Security,Customer_Data_Handling,Password_Management","High,Medium,High",True,e26159ab1fe85a3ca430e01038037333546ad2794f3cb62e5b3514afaf1d0d57
CS-RET-006,"ATT-0357,ATT-0030,ATT-0359,ATT-0398,ATT-0358","Incident_Response,Password_Management,Incident_Response,Data_Retention,Incident_Response","Incident_Response,Password_Management,Incident_Response,Data_Retention,Incident_Response","High,High,High,High,High",True,55e5b96e860c78ad1fe991cd3fd46093ab8ff37bcc07abc29146788fe45d1084
CS-RET-007,"ATT-0027,ATT-0026,ATT-0362,ATT-0361","Password_Management,Password_Management,Incident_Response,Incident_Response","Password_Management,Password_Management,Incident_Response,Incident_Response","High,High,High,High",True,8926f1e210e1c619269d780c62b3ab6150c787327ec074ae1c3d6717f0324e37
CS-RET-008,"ATT-0360,ATT-0205,ATT-0201,ATT-0202","Incident_Response,Visitor_Management,Visitor_Management,Visitor_Management","Incident_Response,Visitor_Management,Visitor_Management,Visitor_Management","High,Medium,Medium,Medium",True,d68a0f4d19171fc0a366f9f9324a9fed7d6ab4e19d7318c1b535a35ed023711f
CS-RET-009,"ATT-0360,ATT-0291,ATT-0295","Incident_Response,Customer_Data_Handling,Customer_Data_Handling","Incident_Response,Customer_Data_Handling,Customer_Data_Handling","High,Medium,Medium",True,e1046fc193d0a0a880f70ccea35000b068a916433dd8595edb19a14c0793cc6d
CS-RET-010,"ATT-0291,ATT-0293,ATT-0373,ATT-0295,ATT-0371","Customer_Data_Handling,Customer_Data_Handling,Incident_Response,Customer_Data_Handling,Incident_Response","Customer_Data_Handling,Customer_Data_Handling,Incident_Response,Customer_Data_Handling,Incident_Response","Medium,Medium,Critical,Medium,Critical",True,3531bd3afd7584a7608df4d87d62d56c9f45840ee7e46eafcd78553f39fc2cd0
CS-RET-011,"ATT-0030,ATT-0028,ATT-0362,ATT-0361","Password_Management,Password_Management,Incident_Response,Incident_Response","Password_Management,Password_Management,Incident_Response,Incident_Response","High,High,High,High",True,92721137bc34c0e379478a2a2f29f336ac4d2e6dd47c4c386249a0be4dc2d364
CS-RET-012,"ATT-0202,ATT-0293,ATT-0291,ATT-0292","Visitor_Management,Customer_Data_Handling,Customer_Data_Handling,Customer_Data_Handling","Visitor_Management,Customer_Data_Handling,Customer_Data_Handling,Customer_Data_Handling","Medium,Medium,Medium,Medium",True,2de6461217e595e45be00d9dbf53c4f14a6035d44a450a3246623b169bed6643
CS-RET-013,"ATT-0201,ATT-0054,ATT-0156,ATT-0385","Visitor_Management,Password_Management,Email_Security,Incident_Response","Visitor_Management,Password_Management,Email_Security,Incident_Response","Medium,High,High,Critical",True,65839c6da7b81d58df553991b1d40bdbaf578dff07bfdb7b52e3474d90022e70
CS-RET-014,"ATT-0398,ATT-0360,ATT-0397,ATT-0400","Data_Retention,Incident_Response,Data_Retention,Data_Retention","Data_Retention,Incident_Response,Data_Retention,Data_Retention","High,High,High,High",True,ef74c212d5a17a7a306bd35e9eee7501497a04ec9b0b411b173157f4ef1afcf3
CS-RET-015,"ATT-0052,ATT-0360,ATT-0053,ATT-0356,ATT-0159","Password_Management,Incident_Response,Password_Management,Incident_Response,Email_Security","Password_Management,Incident_Response,Password_Management,Incident_Response,Email_Security","High,High,High,High,High",True,c74f2e626a90cb10b27b14f3c53db1474482b50febf922c651d12677221a41a2
CS-RET-016,"ATT-0377,ATT-0398,ATT-0382,ATT-0384","Incident_Response,Data_Retention,Incident_Response,Incident_Response","Incident_Response,Data_Retention,Incident_Response,Incident_Response","High,High,Critical,Critical",True,a6d090af34b82119a7dd4431c8993fbaf8896aac0fc98e1f2a8dbb196157f3c1
CS-RET-017,"ATT-0369,ATT-0368,ATT-0367","Incident_Response,Incident_Response,Incident_Response","Incident_Response,Incident_Response,Incident_Response","High,High,High",True,363f19256c050af3fbb7fada8e48e306f0ffba16342d909c3c8dfcf5a6b7c26d
CS-RET-018,"ATT-0204,ATT-0294,ATT-0291","Visitor_Management,Customer_Data_Handling,Customer_Data_Handling","Visitor_Management,Customer_Data_Handling,Customer_Data_Handling","Medium,Medium,Medium",True,2f5a1edd5d0131769c22891a8d0d3f0de5c2217a2811ca1f8f6b3063ce19c810
CS-RET-019,"ATT-0383,ATT-0363,ATT-0381,ATT-0384,ATT-0201","Incident_Response,Incident_Response,Incident_Response,Incident_Response,Visitor_Management","Incident_Response,Incident_Response,Incident_Response,Incident_Response,Visitor_Management","Critical,High,Critical,Critical,Medium",True,9ace28405a0d0ea77c8d503666d84135bdc52ed9c6622f23d75e0ad9d6e2cbdc
CS-RET-020,"ATT-0205,ATT-0384,ATT-0203","Visitor_Management,Incident_Response,Visitor_Management","Visitor_Management,Incident_Response,Visitor_Management","Medium,Critical,Medium",True,8de105193b19834d41b4b0e6dc67624492d77128954a6db4c4be4aa56f4011c5
CS-RET-021,"ATT-0029,ATT-0030,ATT-0026,ATT-0028","Password_Management,Password_Management,Password_Management,Password_Management","Password_Management,Password_Management,Password_Management,Password_Management","High,High,High,High",True,115f32e362ef534d7155257b3be417c9a948ae4e949cbcc6186d3d014edaa33c
CS-RET-022,"ATT-0370,ATT-0383,ATT-0029,ATT-0382,ATT-0028","Incident_Response,Incident_Response,Password_Management,Incident_Response,Password_Management","Incident_Response,Incident_Response,Password_Management,Incident_Response,Password_Management","High,Critical,High,Critical,High",True,7a6876fbee17b52efc74a78d42f23088e3c81639f3c8e751879f5cc4d369216b
CS-RET-023,"ATT-0379,ATT-0356,ATT-0377,ATT-0380","Incident_Response,Incident_Response,Incident_Response,Incident_Response","Incident_Response,Incident_Response,Incident_Response,Incident_Response","High,High,High,High",True,7b25a1d495becc70a9d36f93b430dd361a5b15e8b920067b5353285f322be2b4
CS-RET-024,"ATT-0384,ATT-0292,ATT-0378","Incident_Response,Customer_Data_Handling,Incident_Response","Incident_Response,Customer_Data_Handling,Incident_Response","Critical,Medium,High",True,64df0674dffb77631c7f8eadb128de4ca2c5e25a80b6b89031951e967815b6a4
CS-RET-025,"ATT-0371,ATT-0374,ATT-0028","Incident_Response,Incident_Response,Password_Management","Incident_Response,Incident_Response,Password_Management","Critical,Critical,High",True,829ffd1761e72c0a141d26c210dd5775483abac810a96a5253e912aa600352f7
CS-INC-001,"ATT-0375,ATT-0372,ATT-0055,ATT-0159","Incident_Response,Incident_Response,Password_Management,Email_Security","Incident_Response,Incident_Response,Password_Management,Email_Security","Critical,Critical,High,High",True,a0552905ef69cae5ab2ff76a2e988050e6c6db6953a97aa7a48ace3461ea5509
CS-INC-002,"ATT-0205,ATT-0367,ATT-0368,ATT-0373,ATT-0204","Visitor_Management,Incident_Response,Incident_Response,Incident_Response,Visitor_Management","Visitor_Management,Incident_Response,Incident_Response,Incident_Response,Visitor_Management","Medium,High,High,Critical,Medium",True,72756e31a56b6f1d27a726b5eb432809f907ca400399a60ae2d0442a4cb5d26c
CS-INC-003,"ATT-0205,ATT-0202,ATT-0204,ATT-0201","Visitor_Management,Visitor_Management,Visitor_Management,Visitor_Management","Visitor_Management,Visitor_Management,Visitor_Management,Visitor_Management","Medium,Medium,Medium,Medium",True,a314b4bc4edfb68bdd4ee1489f4c41745a6410dc691c8d5edec48705596a02a3
CS-INC-004,"ATT-0374,ATT-0382,ATT-0363,ATT-0362,ATT-0365","Incident_Response,Incident_Response,Incident_Response,Incident_Response,Incident_Response","Incident_Response,Incident_Response,Incident_Response,Incident_Response,Incident_Response","Critical,Critical,High,High,High",True,28e6f59383ad62034767763cd15ccc6b4a082e71a70696ad3f469846e311c287
CS-INC-005,"ATT-0291,ATT-0358,ATT-0294,ATT-0205","Customer_Data_Handling,Incident_Response,Customer_Data_Handling,Visitor_Management","Customer_Data_Handling,Incident_Response,Customer_Data_Handling,Visitor_Management","Medium,High,Medium,Medium",True,1868b5e9897a104d895d952a4314963af8bbbd9b38bf1d4e33ee7ff5bd076ab8
CS-INC-006,"ATT-0160,ATT-0385,ATT-0381","Email_Security,Incident_Response,Incident_Response","Email_Security,Incident_Response,Incident_Response","High,Critical,Critical",True,b55182d8137c986c52549b8dc15f4576ff6bdb87ad7399d3f8636fc49b4159d1
CS-INC-007,"ATT-0363,ATT-0364,ATT-0375","Incident_Response,Incident_Response,Incident_Response","Incident_Response,Incident_Response,Incident_Response","High,High,Critical",True,827dfeb1613809847ecab074db7a5f3788d4abc0d98cb52afbe41a828f3e4aea
CS-INC-008,"ATT-0366,ATT-0369,ATT-0373,ATT-0374","Incident_Response,Incident_Response,Incident_Response,Incident_Response","Incident_Response,Incident_Response,Incident_Response,Incident_Response","High,High,Critical,Critical",True,bc4f5184960794201d26b2610964c210fb4706600830d8826f5b5ae31f52121e
CS-INC-009,"ATT-0363,ATT-0361,ATT-0359,ATT-0372","Incident_Response,Incident_Response,Incident_Response,Incident_Response","Incident_Response,Incident_Response,Incident_Response,Incident_Response","High,High,High,Critical",True,634159900608aa94edd0bc393d2a0e8928476a06cea9e664037c3d84b7e2e88c
CS-INC-010,"ATT-0295,ATT-0292,ATT-0204","Customer_Data_Handling,Customer_Data_Handling,Visitor_Management","Customer_Data_Handling,Customer_Data_Handling,Visitor_Management","Medium,Medium,Medium",True,eaa0bc204ea85ae3361da4ef0e1988fe46acb0c26a557292a766bfbaa1cf641d
CS-INC-011,"ATT-0201,ATT-0371,ATT-0373,ATT-0374","Visitor_Management,Incident_Response,Incident_Response,Incident_Response","Visitor_Management,Incident_Response,Incident_Response,Incident_Response","Medium,Critical,Critical,Critical",True,37e4d2277a771c852cc8a1c34d21a899ae0f8f47042e11b2bdcc30f29ece894c
CS-INC-012,"ATT-0203,ATT-0055,ATT-0291,ATT-0052","Visitor_Management,Password_Management,Customer_Data_Handling,Password_Management","Visitor_Management,Password_Management,Customer_Data_Handling,Password_Management","Medium,High,Medium,High",True,2a2eda100869219cb4b49c66df567d42c02dea44f6c2528f3e99dddd89d02090
CS-INC-013,"ATT-0384,ATT-0381,ATT-0027","Incident_Response,Incident_Response,Password_Management","Incident_Response,Incident_Response,Password_Management","Critical,Critical,High",True,ff8366b3162f5ae504e5466d8049ff4cce4edef90bdc14e2226c530d143c76c8
CS-INC-014,"ATT-0202,ATT-0374,ATT-0373,ATT-0201","Visitor_Management,Incident_Response,Incident_Response,Visitor_Management","Visitor_Management,Incident_Response,Incident_Response,Visitor_Management","Medium,Critical,Critical,Medium",True,d575d13c048ce302c91778762c5f74e47c5fa812001e6321e74b8ef184910e87
CS-INC-015,"ATT-0293,ATT-0362,ATT-0365,ATT-0291,ATT-0294","Customer_Data_Handling,Incident_Response,Incident_Response,Customer_Data_Handling,Customer_Data_Handling","Customer_Data_Handling,Incident_Response,Incident_Response,Customer_Data_Handling,Customer_Data_Handling","Medium,High,High,Medium,Medium",True,ee71e598a54f0a1b2c8b8885047b3d9c32ab7364cc6ff3ed32536094268ad25e
CS-INC-016,"ATT-0201,ATT-0205,ATT-0357,ATT-0202","Visitor_Management,Visitor_Management,Incident_Response,Visitor_Management","Visitor_Management,Visitor_Management,Incident_Response,Visitor_Management","Medium,Medium,High,Medium",True,bac4ad8cd151c287a2dbece93900a66114335cf92fb02a24690a6f0d8c8794e5
CS-INC-017,"ATT-0362,ATT-0384,ATT-0366,ATT-0381,ATT-0369","Incident_Response,Incident_Response,Incident_Response,Incident_Response,Incident_Response","Incident_Response,Incident_Response,Incident_Response,Incident_Response,Incident_Response","High,Critical,High,Critical,High",True,8958a10c1106351763a7886d895091431824f5cb03615eb07c8a1c7610f2931c
CS-INC-018,"ATT-0361,ATT-0363,ATT-0291,ATT-0295","Incident_Response,Incident_Response,Customer_Data_Handling,Customer_Data_Handling","Incident_Response,Incident_Response,Customer_Data_Handling,Customer_Data_Handling","High,High,Medium,Medium",True,40612cbbc2e562a7c2cb3b6ccb239b6ba56887e9b6c507db116572e524e01640
CS-INC-019,"ATT-0294,ATT-0381,ATT-0384","Customer_Data_Handling,Incident_Response,Incident_Response","Customer_Data_Handling,Incident_Response,Incident_Response","Medium,Critical,Critical",True,d609b948f907a3d0181e4001744cf245676fd667616f18f3bddf23ec66abcb86
CS-INC-020,"ATT-0377,ATT-0376,ATT-0380,ATT-0379","Incident_Response,Incident_Response,Incident_Response,Incident_Response","Incident_Response,Incident_Response,Incident_Response,Incident_Response","High,High,High,High",True,67a259066706c6d2bb1a84006ce3dd80485d6bc386b26dd236604f164a7d5aa4
CS-INC-021,"ATT-0367,ATT-0373,ATT-0368,ATT-0371,ATT-0374","Incident_Response,Incident_Response,Incident_Response,Incident_Response,Incident_Response","Incident_Response,Incident_Response,Incident_Response,Incident_Response,Incident_Response","High,Critical,High,Critical,Critical",True,c20af640e45190ebdce75fb5aacc882926450a4e16bb878f3ba521b5431ee7d4
CS-INC-022,"ATT-0051,ATT-0156,ATT-0368","Password_Management,Email_Security,Incident_Response","Password_Management,Email_Security,Incident_Response","High,High,High",True,c6204c39c838150f63fdf58214f72b9a10ffb74b283592e7483be4da05dc03f8
CS-INC-023,"ATT-0030,ATT-0201,ATT-0374","Password_Management,Visitor_Management,Incident_Response","Password_Management,Visitor_Management,Incident_Response","High,Medium,Critical",True,e9c46b6a970ab79a8c90c90f3916711d5549165a4b00f030ae3b37cc4655ddea
CS-INC-024,"ATT-0363,ATT-0364,ATT-0372,ATT-0365","Incident_Response,Incident_Response,Incident_Response,Incident_Response","Incident_Response,Incident_Response,Incident_Response,Incident_Response","High,High,Critical,High",True,35c2d8ad052372c945ce15be5d480a11cbc99f0fd1010d28499e27fd8610ae60
CS-INC-025,"ATT-0373,ATT-0053,ATT-0374,ATT-0375,ATT-0052","Incident_Response,Password_Management,Incident_Response,Incident_Response,Password_Management","Incident_Response,Password_Management,Incident_Response,Incident_Response,Password_Management","Critical,High,Critical,Critical,High",True,fe23b30398eadb31859860664f096c560d378a71768ace128ab31568324e4f4c
CS-THR-001,"ATT-0379,ATT-0372,ATT-0375,ATT-0376,ATT-0364","Incident_Response,Incident_Response,Incident_Response,Incident_Response,Incident_Response","Incident_Response,Incident_Response,Incident_Response,Incident_Response,Incident_Response","High,Critical,Critical,High,High",True,be01e103def6da1f860d2916420802cfbc26dedd723d1ca914d54b0bdbf211d6
CS-THR-002,"ATT-0379,ATT-0030,ATT-0053,ATT-0160","Incident_Response,Password_Management,Password_Management,Email_Security","Incident_Response,Password_Management,Password_Management,Email_Security","High,High,High,High",True,bd9c86e10e03cb39da68bda10a2313b82fa155e4586df0204502fc3191a4451c
CS-THR-003,"ATT-0030,ATT-0358,ATT-0375,ATT-0371,ATT-0026","Password_Management,Incident_Response,Incident_Response,Incident_Response,Password_Management","Password_Management,Incident_Response,Incident_Response,Incident_Response,Password_Management","High,High,Critical,Critical,High",True,2a7c0c0ab4c7adb59bd27ef2a0e68cecf7909a069dd90a81716338e07d4c2892
CS-THR-004,"ATT-0295,ATT-0369,ATT-0293,ATT-0291","Customer_Data_Handling,Incident_Response,Customer_Data_Handling,Customer_Data_Handling","Customer_Data_Handling,Incident_Response,Customer_Data_Handling,Customer_Data_Handling","Medium,High,Medium,Medium",True,ea6183ec218b3c2befceb268d8ada9cce3cd0cfa57fd1429a0b4c2092fc6cbdc
CS-THR-005,"ATT-0367,ATT-0384,ATT-0160,ATT-0369","Incident_Response,Incident_Response,Email_Security,Incident_Response","Incident_Response,Incident_Response,Email_Security,Incident_Response","High,Critical,High,High",True,cc4a2ffdc6620c54c81867bbac739106bef49c0a4e8a9e6f263e4e9ddac7e2f9
CS-THR-006,"ATT-0385,ATT-0413,ATT-0415,ATT-0382,ATT-0384","Incident_Response,Threat_Intelligence,Threat_Intelligence,Incident_Response,Incident_Response","Incident_Response,Threat_Intelligence,Threat_Intelligence,Incident_Response,Incident_Response","Critical,Medium,Medium,Critical,Critical",True,919b4eb2683e7dc1fa7984b86a8b2118eb36a6a8b908bd24cbe64d0194cd623a
CS-THR-007,"ATT-0054,ATT-0158,ATT-0203,ATT-0202","Password_Management,Email_Security,Visitor_Management,Visitor_Management","Password_Management,Email_Security,Visitor_Management,Visitor_Management","High,High,Medium,Medium",True,4d9a676c5ba8c4ced9e895e608b53ec80350fb6aaa20019742e9290b9542c69c
CS-THR-008,"ATT-0028,ATT-0030,ATT-0026,ATT-0027,ATT-0029","Password_Management,Password_Management,Password_Management,Password_Management,Password_Management","Password_Management,Password_Management,Password_Management,Password_Management,Password_Management","High,High,High,High,High",True,93d54bdc656b79c6c64dd187e84a44e0047d2ac80ae67c9f074d4594bf13d36d
CS-THR-009,"ATT-0379,ATT-0052,ATT-0376","Incident_Response,Password_Management,Incident_Response","Incident_Response,Password_Management,Incident_Response","High,High,High",True,26d142f4a06f6153e187b202a6f7fc95f42aa6b07202b20bfa7d9f6a09d69c54
CS-THR-010,"ATT-0383,ATT-0385,ATT-0204,ATT-0380","Incident_Response,Incident_Response,Visitor_Management,Incident_Response","Incident_Response,Incident_Response,Visitor_Management,Incident_Response","Critical,Critical,Medium,High",True,6c2d48ba1305801c06dae0a344129278b21bb1f4e54af10921f9586fb1c56cd2
CS-THR-011,"ATT-0158,ATT-0157,ATT-0159,ATT-0055","Email_Security,Email_Security,Email_Security,Password_Management","Email_Security,Email_Security,Email_Security,Password_Management","High,High,High,High",True,07ab5e980d80baaf00c0fbf23bb345b7bdc65db4df2eb3cf40399751e2c8ea15
